[PUBSUB] Published: {'id': 0, 'ts': '2025-08-12T07:07:54.764967', 'type': 'demo', 'payload': {'message': 'pubsub-event-0'}}
[PUBSUB] Published: {'id': 0, 'ts': '2025-08-12T07:17:32.614934', 'type': 'demo', 'payload': {'message': 'pubsub-event-0'}}
[PUBSUB] Published: {'id': 0, 'ts': '2025-08-12T07:17:33.935819', 'type': 'demo', 'payload': {'message': 'pubsub-event-0'}}
[PUBSUB] Published: {'id': 0, 'ts': '2025-08-12T07:17:35.264642', 'type': 'demo', 'payload': {'message': 'pubsub-event-0'}}
[PUBSUB] Published: {'id': 0, 'ts': '2025-08-12T07:17:36.575557', 'type': 'demo', 'payload': {'message': 'pubsub-event-0'}}
[PUBSUB] Published: {'id': 0, 'ts': '2025-08-12T07:17:37.890673', 'type': 'demo', 'payload': {'message': 'pubsub-event-0'}}
[PUBSUB] Published: {'id': 0, 'ts': '2025-08-12T07:17:39.206047', 'type': 'demo', 'payload': {'message': 'pubsub-event-0'}}
[PUBSUB] Published: {'id': 0, 'ts': '2025-08-12T07:17:40.522025', 'type': 'demo', 'payload': {'message': 'pubsub-event-0'}}
[PUBSUB] Published: {'id': 0, 'ts': '2025-08-12T07:17:42.072979', 'type': 'demo', 'payload': {'message': 'pubsub-event-0'}}
[PUBSUB] Published: {'id': 0, 'ts': '2025-08-12T07:17:43.391302', 'type': 'demo', 'payload': {'message': 'pubsub-event-0'}}
[PUBSUB] Published: {'id': 0, 'ts': '2025-08-12T07:17:44.728011', 'type': 'demo', 'payload': {'message': 'pubsub-event-0'}}
[PUBSUB] Published: {'id': 0, 'ts': '2025-08-12T07:17:46.039596', 'type': 'demo', 'payload': {'message': 'pubsub-event-0'}}
[PUBSUB] Published: {'id': 0, 'ts': '2025-08-12T07:17:47.360466', 'type': 'demo', 'payload': {'message': 'pubsub-event-0'}}
[PUBSUB] Published: {'id': 0, 'ts': '2025-08-12T07:17:48.674535', 'type': 'demo', 'payload': {'message': 'pubsub-event-0'}}
[PUBSUB] Published: {'id': 0, 'ts': '2025-08-12T07:17:50.002210', 'type': 'demo', 'payload': {'message': 'pubsub-event-0'}}
[PUBSUB] Published: {'id': 0, 'ts': '2025-08-12T07:17:51.326438', 'type': 'demo', 'payload': {'message': 'pubsub-event-0'}}
[PUBSUB] Published: {'id': 0, 'ts': '2025-08-12T07:17:52.643415', 'type': 'demo', 'payload': {'message': 'pubsub-event-0'}}
[PUBSUB] Published: {'id': 0, 'ts': '2025-08-12T07:17:53.950765', 'type': 'demo', 'payload': {'message': 'pubsub-event-0'}}
[PUBSUB] Published: {'id': 0, 'ts': '2025-08-12T07:17:56.493835', 'type': 'demo', 'payload': {'message': 'pubsub-event-0'}}
[PUBSUB] Published: {'id': 0, 'ts': '2025-08-12T07:17:57.807240', 'type': 'demo', 'payload': {'message': 'pubsub-event-0'}}
[PUBSUB] Published: {'id': 0, 'ts': '2025-08-12T07:17:59.116359', 'type': 'demo', 'payload': {'message': 'pubsub-event-0'}}
[PUBSUB] Published: {'id': 0, 'ts': '2025-08-12T07:18:00.443364', 'type': 'demo', 'payload': {'message': 'pubsub-event-0'}}
[PUBSUB] Published: {'id': 0, 'ts': '2025-08-12T07:18:01.779437', 'type': 'demo', 'payload': {'message': 'pubsub-event-0'}}
[PUBSUB] Published: {'id': 0, 'ts': '2025-08-12T07:18:03.095855', 'type': 'demo', 'payload': {'message': 'pubsub-event-0'}}
[PUBSUB] Published: {'id': 0, 'ts': '2025-08-12T07:18:04.413509', 'type': 'demo', 'payload': {'message': 'pubsub-event-0'}}
[PUBSUB] Published: {'id': 0, 'ts': '2025-08-12T07:18:05.730001', 'type': 'demo', 'payload': {'message': 'pubsub-event-0'}}
[PUBSUB] Published: {'id': 0, 'ts': '2025-08-12T07:18:07.057304', 'type': 'demo', 'payload': {'message': 'pubsub-event-0'}}
[PUBSUB] Published: {'id': 0, 'ts': '2025-08-12T07:18:08.366182', 'type': 'demo', 'payload': {'message': 'pubsub-event-0'}}
[PUBSUB] Published: {'id': 0, 'ts': '2025-08-12T07:18:09.676653', 'type': 'demo', 'payload': {'message': 'pubsub-event-0'}}
[PUBSUB] Published: {'id': 0, 'ts': '2025-08-12T07:18:10.981135', 'type': 'demo', 'payload': {'message': 'pubsub-event-0'}}
[PUBSUB] Published: {'id': 0, 'ts': '2025-08-12T07:18:12.316478', 'type': 'demo', 'payload': {'message': 'pubsub-event-0'}}
[PUBSUB] Published: {'id': 0, 'ts': '2025-08-12T07:18:13.634006', 'type': 'demo', 'payload': {'message': 'pubsub-event-0'}}
[PUBSUB] Published: {'id': 0, 'ts': '2025-08-12T07:18:14.944312', 'type': 'demo', 'payload': {'message': 'pubsub-event-0'}}
[PUBSUB] Published: {'id': 0, 'ts': '2025-08-12T07:18:16.257093', 'type': 'demo', 'payload': {'message': 'pubsub-event-0'}}
[PUBSUB] Published: {'id': 0, 'ts': '2025-08-12T07:18:17.602910', 'type': 'demo', 'payload': {'message': 'pubsub-event-0'}}
[PUBSUB] Published: {'id': 0, 'ts': '2025-08-12T07:18:18.910165', 'type': 'demo', 'payload': {'message': 'pubsub-event-0'}}
[PUBSUB] Published: {'id': 0, 'ts': '2025-08-12T07:18:20.230090', 'type': 'demo', 'payload': {'message': 'pubsub-event-0'}}
[PUBSUB] Published: {'id': 0, 'ts': '2025-08-12T07:18:21.546751', 'type': 'demo', 'payload': {'message': 'pubsub-event-0'}}
[PUBSUB] Published: {'id': 0, 'ts': '2025-08-12T07:18:22.879296', 'type': 'demo', 'payload': {'message': 'pubsub-event-0'}}
[PUBSUB] Published: {'id': 0, 'ts': '2025-08-12T07:18:24.184986', 'type': 'demo', 'payload': {'message': 'pubsub-event-0'}}
[PUBSUB] Published: {'id': 0, 'ts': '2025-08-12T07:18:25.497820', 'type': 'demo', 'payload': {'message': 'pubsub-event-0'}}
[PUBSUB] Published: {'id': 0, 'ts': '2025-08-12T07:18:26.814205', 'type': 'demo', 'payload': {'message': 'pubsub-event-0'}}
[PUBSUB] Published: {'id': 0, 'ts': '2025-08-12T07:18:28.145721', 'type': 'demo', 'payload': {'message': 'pubsub-event-0'}}
[PUBSUB] Published: {'id': 0, 'ts': '2025-08-12T07:18:29.471222', 'type': 'demo', 'payload': {'message': 'pubsub-event-0'}}
[PUBSUB] Published: {'id': 0, 'ts': '2025-08-12T07:18:30.783025', 'type': 'demo', 'payload': {'message': 'pubsub-event-0'}}
[PUBSUB] Published: {'id': 0, 'ts': '2025-08-12T07:18:32.100908', 'type': 'demo', 'payload': {'message': 'pubsub-event-0'}}
[PUBSUB] Published: {'id': 0, 'ts': '2025-08-12T07:18:33.424947', 'type': 'demo', 'payload': {'message': 'pubsub-event-0'}}
[PUBSUB] Published: {'id': 0, 'ts': '2025-08-12T07:18:34.727860', 'type': 'demo', 'payload': {'message': 'pubsub-event-0'}}
[PUBSUB] Published: {'id': 0, 'ts': '2025-08-12T07:18:36.039420', 'type': 'demo', 'payload': {'message': 'pubsub-event-0'}}
[PUBSUB] Published: {'id': 0, 'ts': '2025-08-12T07:18:37.351613', 'type': 'demo', 'payload': {'message': 'pubsub-event-0'}}
[PUBSUB] Published: {'id': 0, 'ts': '2025-08-12T07:18:38.692119', 'type': 'demo', 'payload': {'message': 'pubsub-event-0'}}
[PUBSUB] Published: {'id': 0, 'ts': '2025-08-12T07:18:39.996510', 'type': 'demo', 'payload': {'message': 'pubsub-event-0'}}
[PUBSUB] Published: {'id': 0, 'ts': '2025-08-12T07:18:41.305118', 'type': 'demo', 'payload': {'message': 'pubsub-event-0'}}
[PUBSUB] Published: {'id': 0, 'ts': '2025-08-12T07:18:42.617626', 'type': 'demo', 'payload': {'message': 'pubsub-event-0'}}
[PUBSUB] Published: {'id': 0, 'ts': '2025-08-12T07:18:44.061026', 'type': 'demo', 'payload': {'message': 'pubsub-event-0'}}
[PUBSUB] Published: {'id': 0, 'ts': '2025-08-12T07:18:45.364934', 'type': 'demo', 'payload': {'message': 'pubsub-event-0'}}
[PUBSUB] Published: {'id': 0, 'ts': '2025-08-12T07:18:46.686316', 'type': 'demo', 'payload': {'message': 'pubsub-event-0'}}
[PUBSUB] Published: {'id': 0, 'ts': '2025-08-12T07:18:47.992854', 'type': 'demo', 'payload': {'message': 'pubsub-event-0'}}
[PUBSUB] Published: {'id': 0, 'ts': '2025-08-12T07:18:49.360363', 'type': 'demo', 'payload': {'message': 'pubsub-event-0'}}
[PUBSUB] Published: {'id': 0, 'ts': '2025-08-12T07:18:50.687149', 'type': 'demo', 'payload': {'message': 'pubsub-event-0'}}
[PUBSUB] Published: {'id': 0, 'ts': '2025-08-12T07:18:51.997325', 'type': 'demo', 'payload': {'message': 'pubsub-event-0'}}
[PUBSUB] Published: {'id': 0, 'ts': '2025-08-12T07:18:53.309149', 'type': 'demo', 'payload': {'message': 'pubsub-event-0'}}
[PUBSUB] Published: {'id': 0, 'ts': '2025-08-12T07:18:54.643548', 'type': 'demo', 'payload': {'message': 'pubsub-event-0'}}
[PUBSUB] Published: {'id': 0, 'ts': '2025-08-12T07:18:55.958985', 'type': 'demo', 'payload': {'message': 'pubsub-event-0'}}
[PUBSUB] Published: {'id': 0, 'ts': '2025-08-12T07:18:57.268500', 'type': 'demo', 'payload': {'message': 'pubsub-event-0'}}
[PUBSUB] Published: {'id': 0, 'ts': '2025-08-12T07:18:58.581184', 'type': 'demo', 'payload': {'message': 'pubsub-event-0'}}
[PUBSUB] Published: {'id': 0, 'ts': '2025-08-12T07:18:59.926800', 'type': 'demo', 'payload': {'message': 'pubsub-event-0'}}
[PUBSUB] Published: {'id': 0, 'ts': '2025-08-12T07:19:01.240558', 'type': 'demo', 'payload': {'message': 'pubsub-event-0'}}
[PUBSUB] Published: {'id': 0, 'ts': '2025-08-12T07:19:03.817109', 'type': 'demo', 'payload': {'message': 'pubsub-event-0'}}
[PUBSUB] Published: {'id': 0, 'ts': '2025-08-12T07:19:05.151520', 'type': 'demo', 'payload': {'message': 'pubsub-event-0'}}
[PUBSUB] Published: {'id': 0, 'ts': '2025-08-12T07:19:06.451862', 'type': 'demo', 'payload': {'message': 'pubsub-event-0'}}
[PUBSUB] Published: {'id': 0, 'ts': '2025-08-12T07:19:07.767360', 'type': 'demo', 'payload': {'message': 'pubsub-event-0'}}
[PUBSUB] Published: {'id': 0, 'ts': '2025-08-12T07:19:09.081457', 'type': 'demo', 'payload': {'message': 'pubsub-event-0'}}
[PUBSUB] Published: {'id': 0, 'ts': '2025-08-12T07:19:10.406602', 'type': 'demo', 'payload': {'message': 'pubsub-event-0'}}
[PUBSUB] Published: {'id': 0, 'ts': '2025-08-12T07:19:11.709212', 'type': 'demo', 'payload': {'message': 'pubsub-event-0'}}
[PUBSUB] Published: {'id': 0, 'ts': '2025-08-12T07:19:13.014211', 'type': 'demo', 'payload': {'message': 'pubsub-event-0'}}
[PUBSUB] Published: {'id': 0, 'ts': '2025-08-12T07:19:14.324747', 'type': 'demo', 'payload': {'message': 'pubsub-event-0'}}
[PUBSUB] Published: {'id': 0, 'ts': '2025-08-12T07:19:15.653654', 'type': 'demo', 'payload': {'message': 'pubsub-event-0'}}
[PUBSUB] Published: {'id': 0, 'ts': '2025-08-12T07:19:17.966597', 'type': 'demo', 'payload': {'message': 'pubsub-event-0'}}
[PUBSUB] Published: {'id': 0, 'ts': '2025-08-12T07:19:19.275717', 'type': 'demo', 'payload': {'message': 'pubsub-event-0'}}
[PUBSUB] Published: {'id': 0, 'ts': '2025-08-12T07:19:20.607206', 'type': 'demo', 'payload': {'message': 'pubsub-event-0'}}
[PUBSUB] Published: {'id': 0, 'ts': '2025-08-12T07:19:21.929639', 'type': 'demo', 'payload': {'message': 'pubsub-event-0'}}
[PUBSUB] Published: {'id': 0, 'ts': '2025-08-12T07:19:23.245303', 'type': 'demo', 'payload': {'message': 'pubsub-event-0'}}
[PUBSUB] Published: {'id': 0, 'ts': '2025-08-12T07:19:24.557012', 'type': 'demo', 'payload': {'message': 'pubsub-event-0'}}
[PUBSUB] Published: {'id': 0, 'ts': '2025-08-12T07:19:25.902957', 'type': 'demo', 'payload': {'message': 'pubsub-event-0'}}
[PUBSUB] Published: {'id': 0, 'ts': '2025-08-12T07:19:27.460763', 'type': 'demo', 'payload': {'message': 'pubsub-event-0'}}
[PUBSUB] Published: {'id': 0, 'ts': '2025-08-12T07:19:28.776556', 'type': 'demo', 'payload': {'message': 'pubsub-event-0'}}
[PUBSUB] Published: {'id': 0, 'ts': '2025-08-12T07:19:30.092577', 'type': 'demo', 'payload': {'message': 'pubsub-event-0'}}
[PUBSUB] Published: {'id': 0, 'ts': '2025-08-12T07:19:32.655254', 'type': 'demo', 'payload': {'message': 'pubsub-event-0'}}
[PUBSUB] Published: {'id': 0, 'ts': '2025-08-12T07:19:33.959957', 'type': 'demo', 'payload': {'message': 'pubsub-event-0'}}
[PUBSUB] Published: {'id': 0, 'ts': '2025-08-12T07:19:35.268404', 'type': 'demo', 'payload': {'message': 'pubsub-event-0'}}
[PUBSUB] Published: {'id': 0, 'ts': '2025-08-12T07:19:36.600710', 'type': 'demo', 'payload': {'message': 'pubsub-event-0'}}
[PUBSUB] Published: {'id': 0, 'ts': '2025-08-12T07:19:37.912724', 'type': 'demo', 'payload': {'message': 'pubsub-event-0'}}
[PUBSUB] Published: {'id': 0, 'ts': '2025-08-12T07:19:39.220018', 'type': 'demo', 'payload': {'message': 'pubsub-event-0'}}
[PUBSUB] Published: {'id': 0, 'ts': '2025-08-12T07:19:40.794123', 'type': 'demo', 'payload': {'message': 'pubsub-event-0'}}
[PUBSUB] Published: {'id': 0, 'ts': '2025-08-12T07:19:42.129240', 'type': 'demo', 'payload': {'message': 'pubsub-event-0'}}
[PUBSUB] Published: {'id': 0, 'ts': '2025-08-12T07:19:43.473650', 'type': 'demo', 'payload': {'message': 'pubsub-event-0'}}
[PUBSUB] Published: {'id': 0, 'ts': '2025-08-12T07:19:44.806603', 'type': 'demo', 'payload': {'message': 'pubsub-event-0'}}
[PUBSUB] Published: {'id': 0, 'ts': '2025-08-12T07:19:46.124241', 'type': 'demo', 'payload': {'message': 'pubsub-event-0'}}
[PUBSUB] Published: {'id': 0, 'ts': '2025-08-12T07:19:47.437082', 'type': 'demo', 'payload': {'message': 'pubsub-event-0'}}
[PUBSUB] Published: {'id': 0, 'ts': '2025-08-12T07:19:48.744120', 'type': 'demo', 'payload': {'message': 'pubsub-event-0'}}
[PUBSUB] Published: {'id': 0, 'ts': '2025-08-12T07:19:50.062434', 'type': 'demo', 'payload': {'message': 'pubsub-event-0'}}
[PUBSUB] Published: {'id': 0, 'ts': '2025-08-12T07:19:51.408584', 'type': 'demo', 'payload': {'message': 'pubsub-event-0'}}
[PUBSUB] Published: {'id': 0, 'ts': '2025-08-12T07:19:52.726441', 'type': 'demo', 'payload': {'message': 'pubsub-event-0'}}
[PUBSUB] Published: {'id': 0, 'ts': '2025-08-12T07:19:54.273963', 'type': 'demo', 'payload': {'message': 'pubsub-event-0'}}
[PUBSUB] Published: {'id': 0, 'ts': '2025-08-12T07:19:55.576621', 'type': 'demo', 'payload': {'message': 'pubsub-event-0'}}
[PUBSUB] Published: {'id': 0, 'ts': '2025-08-12T07:19:56.879707', 'type': 'demo', 'payload': {'message': 'pubsub-event-0'}}
[PUBSUB] Published: {'id': 0, 'ts': '2025-08-12T07:19:58.206617', 'type': 'demo', 'payload': {'message': 'pubsub-event-0'}}
[PUBSUB] Published: {'id': 0, 'ts': '2025-08-12T07:19:59.520487', 'type': 'demo', 'payload': {'message': 'pubsub-event-0'}}
[PUBSUB] Published: {'id': 0, 'ts': '2025-08-12T07:20:00.828528', 'type': 'demo', 'payload': {'message': 'pubsub-event-0'}}
[PUBSUB] Published: {'id': 0, 'ts': '2025-08-12T07:20:02.144553', 'type': 'demo', 'payload': {'message': 'pubsub-event-0'}}
[PUBSUB] Published: {'id': 0, 'ts': '2025-08-12T07:20:03.467627', 'type': 'demo', 'payload': {'message': 'pubsub-event-0'}}
[PUBSUB] Published: {'id': 0, 'ts': '2025-08-12T07:20:04.768194', 'type': 'demo', 'payload': {'message': 'pubsub-event-0'}}
[PUBSUB] Published: {'id': 0, 'ts': '2025-08-12T07:20:06.081865', 'type': 'demo', 'payload': {'message': 'pubsub-event-0'}}
[PUBSUB] Published: {'id': 0, 'ts': '2025-08-12T07:20:07.396990', 'type': 'demo', 'payload': {'message': 'pubsub-event-0'}}
[PUBSUB] Published: {'id': 0, 'ts': '2025-08-12T07:20:08.708580', 'type': 'demo', 'payload': {'message': 'pubsub-event-0'}}
[PUBSUB] Published: {'id': 0, 'ts': '2025-08-12T07:20:10.025640', 'type': 'demo', 'payload': {'message': 'pubsub-event-0'}}
[PUBSUB] Published: {'id': 0, 'ts': '2025-08-12T07:20:11.364882', 'type': 'demo', 'payload': {'message': 'pubsub-event-0'}}
[PUBSUB] Published: {'id': 0, 'ts': '2025-08-12T07:20:13.696409', 'type': 'demo', 'payload': {'message': 'pubsub-event-0'}}
[PUBSUB] Published: {'id': 0, 'ts': '2025-08-12T07:20:15.014881', 'type': 'demo', 'payload': {'message': 'pubsub-event-0'}}
[PUBSUB] Published: {'id': 0, 'ts': '2025-08-12T07:20:16.329003', 'type': 'demo', 'payload': {'message': 'pubsub-event-0'}}
[PUBSUB] Published: {'id': 0, 'ts': '2025-08-12T07:20:17.646608', 'type': 'demo', 'payload': {'message': 'pubsub-event-0'}}
[PUBSUB] Published: {'id': 0, 'ts': '2025-08-12T07:20:18.960569', 'type': 'demo', 'payload': {'message': 'pubsub-event-0'}}
[PUBSUB] Published: {'id': 0, 'ts': '2025-08-12T07:20:20.271157', 'type': 'demo', 'payload': {'message': 'pubsub-event-0'}}
[PUBSUB] Published: {'id': 0, 'ts': '2025-08-12T07:20:21.594533', 'type': 'demo', 'payload': {'message': 'pubsub-event-0'}}
[PUBSUB] Published: {'id': 0, 'ts': '2025-08-12T07:20:22.912347', 'type': 'demo', 'payload': {'message': 'pubsub-event-0'}}
[PUBSUB] Published: {'id': 0, 'ts': '2025-08-12T07:20:24.223766', 'type': 'demo', 'payload': {'message': 'pubsub-event-0'}}
[PUBSUB] Published: {'id': 0, 'ts': '2025-08-12T07:20:25.553760', 'type': 'demo', 'payload': {'message': 'pubsub-event-0'}}
[PUBSUB] Published: {'id': 0, 'ts': '2025-08-12T07:20:26.910512', 'type': 'demo', 'payload': {'message': 'pubsub-event-0'}}
[PUBSUB] Published: {'id': 0, 'ts': '2025-08-12T07:20:29.261190', 'type': 'demo', 'payload': {'message': 'pubsub-event-0'}}
[PUBSUB] Published: {'id': 0, 'ts': '2025-08-12T07:20:30.577374', 'type': 'demo', 'payload': {'message': 'pubsub-event-0'}}
[PUBSUB] Published: {'id': 0, 'ts': '2025-08-12T07:20:31.911953', 'type': 'demo', 'payload': {'message': 'pubsub-event-0'}}
[PUBSUB] Published: {'id': 0, 'ts': '2025-08-12T07:20:33.222657', 'type': 'demo', 'payload': {'message': 'pubsub-event-0'}}
[PUBSUB] Published: {'id': 0, 'ts': '2025-08-12T07:20:34.532395', 'type': 'demo', 'payload': {'message': 'pubsub-event-0'}}
[PUBSUB] Published: {'id': 0, 'ts': '2025-08-12T07:20:35.857676', 'type': 'demo', 'payload': {'message': 'pubsub-event-0'}}
[PUBSUB] Published: {'id': 0, 'ts': '2025-08-12T07:20:37.184324', 'type': 'demo', 'payload': {'message': 'pubsub-event-0'}}
[PUBSUB] Published: {'id': 0, 'ts': '2025-08-12T07:20:38.502864', 'type': 'demo', 'payload': {'message': 'pubsub-event-0'}}
[PUBSUB] Published: {'id': 0, 'ts': '2025-08-12T07:20:39.819326', 'type': 'demo', 'payload': {'message': 'pubsub-event-0'}}
[PUBSUB] Published: {'id': 0, 'ts': '2025-08-12T07:20:41.134955', 'type': 'demo', 'payload': {'message': 'pubsub-event-0'}}
[PUBSUB] Published: {'id': 0, 'ts': '2025-08-12T07:20:42.450185', 'type': 'demo', 'payload': {'message': 'pubsub-event-0'}}
[PUBSUB] Published: {'id': 0, 'ts': '2025-08-12T07:20:43.765196', 'type': 'demo', 'payload': {'message': 'pubsub-event-0'}}
[PUBSUB] Published: {'id': 0, 'ts': '2025-08-12T07:20:45.080231', 'type': 'demo', 'payload': {'message': 'pubsub-event-0'}}
[PUBSUB] Published: {'id': 0, 'ts': '2025-08-12T07:20:46.412098', 'type': 'demo', 'payload': {'message': 'pubsub-event-0'}}
[PUBSUB] Published: {'id': 0, 'ts': '2025-08-12T07:20:47.720424', 'type': 'demo', 'payload': {'message': 'pubsub-event-0'}}
[PUBSUB] Published: {'id': 0, 'ts': '2025-08-12T07:20:49.040113', 'type': 'demo', 'payload': {'message': 'pubsub-event-0'}}
[PUBSUB] Published: {'id': 0, 'ts': '2025-08-12T07:20:50.357657', 'type': 'demo', 'payload': {'message': 'pubsub-event-0'}}
[PUBSUB] Published: {'id': 0, 'ts': '2025-08-12T07:20:51.705112', 'type': 'demo', 'payload': {'message': 'pubsub-event-0'}}
[PUBSUB] Published: {'id': 0, 'ts': '2025-08-12T07:20:53.261930', 'type': 'demo', 'payload': {'message': 'pubsub-event-0'}}
[PUBSUB] Published: {'id': 0, 'ts': '2025-08-12T07:20:54.579241', 'type': 'demo', 'payload': {'message': 'pubsub-event-0'}}
[PUBSUB] Published: {'id': 0, 'ts': '2025-08-12T07:20:55.895568', 'type': 'demo', 'payload': {'message': 'pubsub-event-0'}}
[PUBSUB] Published: {'id': 0, 'ts': '2025-08-12T07:20:58.439026', 'type': 'demo', 'payload': {'message': 'pubsub-event-0'}}
[PUBSUB] Published: {'id': 0, 'ts': '2025-08-12T07:20:59.760486', 'type': 'demo', 'payload': {'message': 'pubsub-event-0'}}
[PUBSUB] Published: {'id': 0, 'ts': '2025-08-12T07:21:01.065897', 'type': 'demo', 'payload': {'message': 'pubsub-event-0'}}
[PUBSUB] Published: {'id': 0, 'ts': '2025-08-12T07:21:02.377520', 'type': 'demo', 'payload': {'message': 'pubsub-event-0'}}
[PUBSUB] Published: {'id': 0, 'ts': '2025-08-12T07:21:03.728257', 'type': 'demo', 'payload': {'message': 'pubsub-event-0'}}
[PUBSUB] Published: {'id': 0, 'ts': '2025-08-12T07:21:05.061720', 'type': 'demo', 'payload': {'message': 'pubsub-event-0'}}
[PUBSUB] Published: {'id': 0, 'ts': '2025-08-12T07:21:06.383396', 'type': 'demo', 'payload': {'message': 'pubsub-event-0'}}
[PUBSUB] Published: {'id': 0, 'ts': '2025-08-12T07:21:07.692823', 'type': 'demo', 'payload': {'message': 'pubsub-event-0'}}
[PUBSUB] Published: {'id': 0, 'ts': '2025-08-12T07:21:09.007913', 'type': 'demo', 'payload': {'message': 'pubsub-event-0'}}
[PUBSUB] Published: {'id': 0, 'ts': '2025-08-12T07:21:10.330400', 'type': 'demo', 'payload': {'message': 'pubsub-event-0'}}
[PUBSUB] Published: {'id': 0, 'ts': '2025-08-12T07:21:11.638564', 'type': 'demo', 'payload': {'message': 'pubsub-event-0'}}
[PUBSUB] Published: {'id': 0, 'ts': '2025-08-12T07:21:12.961366', 'type': 'demo', 'payload': {'message': 'pubsub-event-0'}}
[PUBSUB] Published: {'id': 0, 'ts': '2025-08-12T07:21:14.268632', 'type': 'demo', 'payload': {'message': 'pubsub-event-0'}}
[PUBSUB] Published: {'id': 0, 'ts': '2025-08-12T07:21:15.594174', 'type': 'demo', 'payload': {'message': 'pubsub-event-0'}}
[PUBSUB] Published: {'id': 0, 'ts': '2025-08-12T07:21:16.918829', 'type': 'demo', 'payload': {'message': 'pubsub-event-0'}}
[PUBSUB] Published: {'id': 0, 'ts': '2025-08-12T07:21:18.232814', 'type': 'demo', 'payload': {'message': 'pubsub-event-0'}}
[PUBSUB] Published: {'id': 0, 'ts': '2025-08-12T07:21:19.576242', 'type': 'demo', 'payload': {'message': 'pubsub-event-0'}}
[PUBSUB] Published: {'id': 0, 'ts': '2025-08-12T07:21:21.133468', 'type': 'demo', 'payload': {'message': 'pubsub-event-0'}}
[PUBSUB] Published: {'id': 0, 'ts': '2025-08-12T07:21:22.443156', 'type': 'demo', 'payload': {'message': 'pubsub-event-0'}}
[PUBSUB] Published: {'id': 0, 'ts': '2025-08-12T07:21:23.760163', 'type': 'demo', 'payload': {'message': 'pubsub-event-0'}}
[PUBSUB] Published: {'id': 0, 'ts': '2025-08-12T07:21:25.076010', 'type': 'demo', 'payload': {'message': 'pubsub-event-0'}}
[PUBSUB] Published: {'id': 0, 'ts': '2025-08-12T07:21:26.389122', 'type': 'demo', 'payload': {'message': 'pubsub-event-0'}}
[PUBSUB] Published: {'id': 0, 'ts': '2025-08-12T07:21:27.709183', 'type': 'demo', 'payload': {'message': 'pubsub-event-0'}}
[PUBSUB] Published: {'id': 0, 'ts': '2025-08-12T07:21:29.009934', 'type': 'demo', 'payload': {'message': 'pubsub-event-0'}}
[PUBSUB] Published: {'id': 0, 'ts': '2025-08-12T07:21:30.338844', 'type': 'demo', 'payload': {'message': 'pubsub-event-0'}}
[PUBSUB] Published: {'id': 0, 'ts': '2025-08-12T07:21:31.653583', 'type': 'demo', 'payload': {'message': 'pubsub-event-0'}}
[PUBSUB] Published: {'id': 0, 'ts': '2025-08-12T07:21:32.964609', 'type': 'demo', 'payload': {'message': 'pubsub-event-0'}}
[PUBSUB] Published: {'id': 0, 'ts': '2025-08-12T07:21:34.287144', 'type': 'demo', 'payload': {'message': 'pubsub-event-0'}}
[PUBSUB] Published: {'id': 0, 'ts': '2025-08-12T07:21:35.606784', 'type': 'demo', 'payload': {'message': 'pubsub-event-0'}}
[PUBSUB] Published: {'id': 0, 'ts': '2025-08-12T07:21:36.924815', 'type': 'demo', 'payload': {'message': 'pubsub-event-0'}}
[PUBSUB] Published: {'id': 0, 'ts': '2025-08-12T07:21:38.236706', 'type': 'demo', 'payload': {'message': 'pubsub-event-0'}}
[PUBSUB] Published: {'id': 0, 'ts': '2025-08-12T07:21:39.781070', 'type': 'demo', 'payload': {'message': 'pubsub-event-0'}}
[PUBSUB] Published: {'id': 0, 'ts': '2025-08-12T07:21:41.112450', 'type': 'demo', 'payload': {'message': 'pubsub-event-0'}}
[PUBSUB] Published: {'id': 0, 'ts': '2025-08-12T07:21:42.427743', 'type': 'demo', 'payload': {'message': 'pubsub-event-0'}}
[PUBSUB] Published: {'id': 0, 'ts': '2025-08-12T07:21:43.742892', 'type': 'demo', 'payload': {'message': 'pubsub-event-0'}}
[PUBSUB] Published: {'id': 0, 'ts': '2025-08-12T07:21:45.055824', 'type': 'demo', 'payload': {'message': 'pubsub-event-0'}}
[PUBSUB] Published: {'id': 0, 'ts': '2025-08-12T07:21:46.395396', 'type': 'demo', 'payload': {'message': 'pubsub-event-0'}}
[PUBSUB] Published: {'id': 0, 'ts': '2025-08-12T07:21:47.704302', 'type': 'demo', 'payload': {'message': 'pubsub-event-0'}}
[PUBSUB] Published: {'id': 0, 'ts': '2025-08-12T07:21:49.024002', 'type': 'demo', 'payload': {'message': 'pubsub-event-0'}}
[PUBSUB] Published: {'id': 0, 'ts': '2025-08-12T07:21:50.334829', 'type': 'demo', 'payload': {'message': 'pubsub-event-0'}}
[PUBSUB] Published: {'id': 0, 'ts': '2025-08-12T07:21:51.654437', 'type': 'demo', 'payload': {'message': 'pubsub-event-0'}}
[PUBSUB] Published: {'id': 0, 'ts': '2025-08-12T07:21:52.973791', 'type': 'demo', 'payload': {'message': 'pubsub-event-0'}}
[PUBSUB] Published: {'id': 0, 'ts': '2025-08-12T07:21:54.287101', 'type': 'demo', 'payload': {'message': 'pubsub-event-0'}}
[PUBSUB] Published: {'id': 0, 'ts': '2025-08-12T07:21:55.596016', 'type': 'demo', 'payload': {'message': 'pubsub-event-0'}}
